_id,full_name,email,ssn,ip_address,zip_code,credit_history_months,debt_to_income,savings_balance,loan_approved,interest_rate,approved_amount,rejection_reason,spend_total_monthly,loan_purpose,processing_timestamp,dq_flag_missing,gender,date_of_birth,age,annual_income,dq_flag_neg_credit,dq_flag_extreme_income,dq_flag_impossible_dti,dq_flag_underage,dq_flag_neg_savings
app_270,Debra Flores,debra.flores69@protonmail.com,911-30-4999,172.24.233.43,10098,78.0,0.24,14687.0,False,,,algorithm_risk_score,150,,,False,Female,1993-10-19,30.2,58000.0,False,False,False,False,False
app_151,James Young,james.young39@outlook.com,582-51-4265,192.168.53.146,10019,59.0,0.4,53225.0,False,,,algorithm_risk_score,786,,2024-01-15T00:00:00Z,False,Male,1988-01-11,36.0,124000.0,False,False,False,False,False
app_382,Charles White,charles.white70@aol.com,160-88-7527,192.168.185.92,10091,12.0,0.42,26781.0,True,5.8,22000.0,,1798,,,False,Male,1994-10-01,29.3,102000.0,False,False,False,False,False
app_351,Gary Young,gary.young30@outlook.com,542-27-3301,10.156.74.115,30029,9.0,0.12,26062.0,False,,,algorithm_risk_score,809,,2025-12-01T00:00:00Z,False,Male,1995-04-14,28.7,67000.0,False,False,False,False,False
app_071,Debra Wilson,debra.wilson10@mail.com,542-49-2109,192.168.24.61,90208,69.0,0.07,72178.0,True,3.8,54000.0,,1596,,,False,Female,1978-02-03,45.9,134000.0,False,False,False,False,False
app_057,Betty Smith,betty.smith71@yahoo.com,848-93-7847,10.30.94.229,90255,42.0,0.15,38800.0,True,2.5,55000.0,,808,,,False,Female,1990-11-08,33.1,70000.0,False,False,False,False,False
app_278,Sarah Gonzalez,sarah.gonzalez66@yahoo.com,975-14-1465,10.133.35.59,10024,0.0,0.28,9221.0,False,,,algorithm_risk_score,414,,,False,Female,1997-05-21,26.6,56000.0,False,False,False,False,False
app_391,Jeffrey Perez,jeffrey.perez3@outlook.com,749-47-1082,192.168.93.38,10044,131.0,0.19,37029.0,True,4.9,65000.0,,461,,,False,Male,1963-03-29,60.8,69000.0,False,False,False,False,False
app_271,Katherine Lopez,katherine.lopez84@gmail.com,696-78-1129,192.168.120.3,90273,44.0,0.35,34950.0,True,5.8,17000.0,,128,,,False,Female,1988-07-28,35.4,95000.0,False,False,False,False,False
app_170,Ryan Lopez,ryan.lopez76@outlook.com,907-21-8853,10.160.161.230,30015,40.0,0.18,10709.0,True,3.3,79000.0,,1395,,2024-01-15T00:00:00Z,False,Male,1990-02-19,33.9,75000.0,False,False,False,False,False
app_005,Christine Mitchell,christine.mitchell3@outlook.com,400-91-8156,172.25.44.173,90296,76.0,0.06,15011.0,False,,,algorithm_risk_score,585,,,False,Female,1960-06-19,63.5,39000.0,False,False,False,False,False
app_043,Daniel King,daniel.king27@mail.com,166-23-2000,10.204.248.60,10038,,0.06,53098.0,True,3.9,68000.0,,862,,,False,Male,1985-08-17,38.4,131000.0,True,False,False,False,False
app_204,Jonathan Carter,mike johnson@gmail.com,972-81-1928,10.77.72.174,90256,63.0,0.22,14018.0,False,,,algorithm_risk_score,778,vacation,,False,Male,1983-04-12,40.7,81000.0,False,False,False,False,False
app_465,James Rivera,james.rivera15@outlook.com,853-96-1952,192.168.175.28,10041,89.0,0.32,27863.0,True,5.7,20000.0,,205,,,False,Male,1972-05-29,51.6,72000.0,False,False,False,False,False
app_448,Susan Flores,susan.flores60@mail.com,383-48-9078,172.26.210.172,90221,22.0,0.23,12120.0,True,6.4,47000.0,,83,,,False,Female,1983-12-17,40.0,57000.0,False,False,False,False,False
app_463,Emma Clark,emma.clark61@outlook.com,976-47-3536,10.194.129.196,90205,50.0,0.29,66878.0,False,,,algorithm_risk_score,919,,,True,Female,1975-04-26,48.7,,False,False,False,False,False
app_109,Anna Davis,anna.davis94@mail.com,239-98-1268,10.105.58.146,90278,27.0,0.23,17289.0,True,4.0,17000.0,,1554,,,False,Female,2000-01-03,24.0,47000.0,False,False,False,False,False
app_444,Brandon Brown,brandon.brown2@hotmail.com,761-72-9912,10.4.242.163,10077,56.0,0.23,28670.0,True,5.5,59000.0,,1103,,,False,Male,1981-10-28,42.2,91000.0,False,False,False,False,False
app_412,Alexander Wright,alexander.wright47@hotmail.com,912-89-2986,10.158.159.60,10096,61.0,0.43,25452.0,False,,,high_dti_ratio,334,,,False,Male,1997-02-16,26.9,53000.0,False,False,False,False,False
app_092,Linda Jones,linda.jones69@hotmail.com,671-44-4118,10.218.56.39,90222,31.0,0.4,14473.0,True,5.5,29000.0,,330,,,False,Female,1997-09-29,26.3,22000.0,False,False,False,False,False
app_135,Laura Wilson,laura.wilson90@outlook.com,754-90-5869,10.172.73.55,90202,92.0,0.22,9369.0,False,,,algorithm_risk_score,477,,,False,Female,1986-10-23,37.2,65000.0,False,False,False,False,False
app_104,Maria Adams,maria.adams22@aol.com,186-65-7168,10.130.39.7,90254,85.0,0.35,32846.0,True,3.6,76000.0,,425,,,False,Female,1972-09-25,51.3,84000.0,False,False,False,False,False
app_394,Karen Robinson,karen.robinson34@gmail.com,949-81-1792,192.168.66.232,90271,54.0,0.16,16646.0,False,,,algorithm_risk_score,940,,,False,Female,1998-09-02,25.3,61000.0,False,False,False,False,False
app_449,Lisa Roberts,lisa.roberts99@outlook.com,833-71-7935,172.23.144.234,90234,86.0,0.07,27467.0,True,5.7,54000.0,,498,,,True,Female,1968-11-09,55.1,,False,False,False,False,False
app_255,Larry Ramirez,larry.ramirez85@mail.com,646-37-3934,192.168.14.184,10083,32.0,0.07,13853.0,True,4.8,55000.0,,327,,,False,Male,1991-08-05,32.4,59000.0,False,False,False,False,False
app_365,Donald Ramirez,donald.ramirez2@protonmail.com,639-74-5472,192.168.85.102,10043,53.0,0.08,10899.0,True,2.6,29000.0,,763,,,False,Male,1989-04-20,34.7,79000.0,False,False,False,False,False
app_500,Gregory Robinson,gregory.robinson44@gmail.com,195-84-3232,192.168.9.203,10048,12.0,0.13,42908.0,True,5.2,38000.0,,451,,,False,Male,1991-02-27,32.8,86000.0,False,False,False,False,False
app_110,Mark Campbell,mark.campbell54@icloud.com,223-83-4934,192.168.251.236,10011,112.0,0.07,58086.0,True,3.4,78000.0,,497,,,False,Male,1962-07-07,61.5,111000.0,False,False,False,False,False
app_335,Matthew Johnson,matthew.johnson43@protonmail.com,520-53-3058,10.184.100.56,10092,75.0,0.16,57065.0,True,3.9,24000.0,,327,,,False,Male,1977-01-29,46.9,83000.0,False,False,False,False,False
app_490,Catherine King,catherine.king79@gmail.com,305-93-9799,172.29.194.13,90251,74.0,0.26,45864.0,False,,,algorithm_risk_score,1231,,,False,Female,1987-04-13,36.7,171000.0,False,False,False,False,False
app_258,Laura Thompson,laura.thompson44@protonmail.com,112-40-9635,10.248.44.99,90273,119.0,0.19,21151.0,True,6.5,73000.0,,1369,,,False,Female,1975-04-14,48.7,71000.0,False,False,False,False,False
app_262,Lisa Nelson,lisa.nelson41@protonmail.com,141-88-9385,172.31.49.104,90264,38.0,0.09,18075.0,False,,,algorithm_risk_score,760,,,False,Female,1999-09-28,24.3,46000.0,False,False,False,False,False
app_303,Catherine Smith,catherine.smith85@outlook.com,961-32-4455,192.168.65.3,90281,67.0,0.41,9650.0,False,,,algorithm_risk_score,1280,,,False,Female,1998-03-12,25.8,41000.0,False,False,False,False,False
app_290,Stephanie Perez,stephanie.perez69@gmail.com,866-48-3726,172.25.130.219,90221,39.0,0.27,,True,4.3,49000.0,,599,,,False,Female,1990-01-06,34.0,104000.0,False,False,False,False,True
app_073,Susan Flores,susan.flores83@gmail.com,470-84-5617,10.4.117.75,90252,60.0,0.08,30412.0,True,4.8,51000.0,,1029,,,False,Female,1985-02-02,38.9,97000.0,False,False,False,False,False
app_201,James Baker,james.baker60@yahoo.com,703-96-2898,10.138.254.4,10088,27.0,0.11,11695.0,False,,,algorithm_risk_score,602,home_improvement,,False,Male,1996-12-31,27.0,36000.0,False,False,False,False,False
app_156,Jessica Green,jessica.green86@gmail.com,801-19-4595,192.168.59.201,90239,,0.21,13641.0,False,,,algorithm_risk_score,218,,2024-01-15T00:00:00Z,False,Female,1999-11-28,24.1,25000.0,True,False,False,False,False
app_193,Rachel King,rachel.king61@gmail.com,852-24-1787,10.39.214.38,90221,9.0,0.08,30968.0,False,,,insufficient_credit_history,960,,2024-01-15T00:00:00Z,False,Female,1984-08-02,39.4,155000.0,False,False,False,False,False
app_294,Susan King,susan.king68@aol.com,678-39-1724,192.168.87.207,90298,15.0,0.36,36582.0,False,,,high_dti_ratio,484,,,False,Female,1985-03-13,38.8,120000.0,False,False,False,False,False
app_226,Susan Flores,susan.flores95@mail.com,817-96-6416,192.168.196.9,90231,61.0,0.17,66276.0,True,6.1,46000.0,,726,vacation,,False,Female,1982-04-18,41.7,148000.0,False,False,False,False,False
app_033,Barbara Anderson,barbara.anderson27@hotmail.com,564-99-3399,192.168.114.161,30047,73.0,0.1,27950.0,True,6.0,51000.0,,185,,,False,Female,1993-12-10,30.1,83000.0,False,False,False,False,False
app_429,Patricia Perez,patricia.perez24@gmail.com,292-99-2030,172.17.194.147,90286,41.0,0.18,26023.0,False,,,algorithm_risk_score,498,,,False,Female,1996-02-26,27.8,77000.0,False,False,False,False,False
app_172,Rachel Sanchez,rachel.sanchez78@hotmail.com,557-61-9414,10.130.95.22,90213,14.0,0.14,31122.0,False,,,algorithm_risk_score,809,,2024-01-15T00:00:00Z,False,Female,1988-11-17,35.1,64000.0,False,False,False,False,False
app_179,Paul Roberts,paul.roberts46@yahoo.com,880-83-3129,172.21.233.185,10092,30.0,0.24,31966.0,True,3.4,42000.0,,1234,,2026-03-15T00:00:00Z,False,Male,1993-07-12,30.5,85000.0,False,False,False,False,False
app_283,Cynthia Johnson,cynthia.johnson21@protonmail.com,321-71-4810,10.23.78.49,10055,5.0,0.09,34596.0,False,,,algorithm_risk_score,648,,,False,Female,1990-12-27,33.0,70000.0,False,False,False,False,False
app_446,Ronald King,ronald.king78@protonmail.com,352-74-8563,192.168.40.222,10015,19.0,0.31,47962.0,True,3.4,20000.0,,1549,,,False,Male,1998-04-16,25.7,73000.0,False,False,False,False,False
app_454,Sharon Jackson,sharon.jackson27@outlook.com,953-65-4954,172.28.143.211,90219,74.0,0.18,32988.0,True,5.3,76000.0,,592,,,False,Female,1980-04-05,43.7,99000.0,False,False,False,False,False
app_027,Nicole Taylor,nicole.taylor83@icloud.com,518-58-6736,192.168.213.217,90214,16.0,0.28,31461.0,False,,,insufficient_credit_history,576,,,False,Female,1994-04-05,29.7,75000.0,False,False,False,False,False
app_376,Brenda Young,brenda.young74@gmail.com,985-67-3351,172.22.235.81,90283,96.0,0.2,33059.0,False,,,algorithm_risk_score,212,,,False,Female,1968-10-01,55.2,82000.0,False,False,False,False,False
app_083,Justin Walker,justin.walker56@gmail.com,423-24-4926,172.27.230.121,10069,40.0,0.23,29607.0,False,,,algorithm_risk_score,1126,,,False,Male,1989-11-04,34.2,57000.0,False,False,False,False,False
app_379,Alexander Scott,alexander.scott21@outlook.com,103-99-1167,10.179.246.181,10019,31.0,0.42,44360.0,False,,,algorithm_risk_score,1129,,,False,Male,1987-10-23,36.2,103000.0,False,False,False,False,False
app_072,Kimberly Anderson,kimberly.anderson44@mail.com,534-80-4167,172.23.107.141,30044,20.0,0.28,19076.0,False,,,insufficient_credit_history,388,,,False,Female,1998-03-14,25.8,65000.0,False,False,False,False,False
app_408,Raymond Garcia,raymond.garcia80@mail.com,774-49-4143,172.27.203.107,30022,53.0,0.38,29820.0,True,4.8,37000.0,,748,,,False,Male,1969-09-27,54.3,74000.0,False,False,False,False,False
app_384,Joshua Walker,joshua.walker25@hotmail.com,556-25-7621,172.28.91.31,10004,3.0,0.06,9529.0,True,2.6,60000.0,,415,,,False,Male,1997-02-27,26.8,46000.0,False,False,False,False,False
app_070,Karen Rodriguez,karen.rodriguez76@yahoo.com,809-96-3820,172.22.141.14,90292,59.0,0.43,24655.0,False,,,algorithm_risk_score,168,,,False,Female,1980-09-02,43.3,121000.0,False,False,False,False,False
app_299,Samuel Gonzalez,test.user.outlook.com,626-69-8549,172.29.212.150,10054,58.0,0.18,23101.0,False,,,algorithm_risk_score,2172,,,False,Male,1972-08-28,51.3,64000.0,False,False,False,False,False
app_056,Kenneth Hall,kenneth.hall2@mail.com,195-78-2598,192.168.194.157,10069,37.0,0.35,33129.0,False,,,algorithm_risk_score,940,,,False,Male,1980-12-24,43.0,99000.0,False,False,False,False,False
app_245,Jason Hernandez,jason.hernandez70@yahoo.com,352-47-5158,192.168.154.147,10038,30.0,0.26,26829.0,True,4.0,44000.0,,638,debt_consolidation,,False,Male,1994-06-25,29.5,97000.0,False,False,False,False,False
app_489,Barbara Johnson,barbara.johnson68@gmail.com,413-10-2568,10.64.32.85,90284,84.0,0.06,14947.0,False,,,low_income,1534,,,False,Female,1966-07-25,57.4,47000.0,False,False,False,False,False
app_230,Cynthia Flores,cynthia.flores14@outlook.com,726-19-5382,10.145.124.45,90291,133.0,0.19,14427.0,True,5.3,71000.0,,867,medical,,False,Female,1963-05-21,60.6,63000.0,False,False,False,False,False
app_216,Jason Moore,jason.moore86@aol.com,308-39-2669,192.168.11.119,10020,77.0,0.37,61470.0,True,5.8,42000.0,,440,wedding,,False,Male,1980-07-20,43.4,111000.0,False,False,False,False,False
app_413,Anthony Jackson,,584-37-2562,172.20.164.12,10044,30.0,0.3,41179.0,True,6.2,41000.0,,856,,,True,Male,1986-10-21,37.2,92000.0,False,False,False,False,False
app_252,Christine Torres,christine.torres96@yahoo.com,307-76-8036,10.121.126.37,90270,29.0,0.44,10534.0,False,,,insufficient_credit_history,1828,,,False,Female,2001-12-23,22.0,31000.0,False,False,False,False,False
app_347,Matthew Martinez,matthew.martinez83@outlook.com,365-28-4231,192.168.106.31,10094,42.0,0.38,17742.0,True,6.3,38000.0,,65,,,False,Male,1979-01-04,45.0,80000.0,False,False,False,False,False
app_435,Joseph Robinson,joseph.robinson60@yahoo.com,681-82-8445,10.152.220.19,10077,51.0,0.22,11727.0,True,5.6,51000.0,,663,,,False,Male,1985-04-25,38.7,89000.0,False,False,False,False,False
app_498,James Rivera,james.rivera25@gmail.com,942-34-6834,172.18.221.237,90276,33.0,0.29,36901.0,False,,,algorithm_risk_score,270,,,False,Male,1989-10-19,34.2,86000.0,False,False,False,False,False
app_364,Sarah Jones,sarah.jones80@gmail.com,201-26-8876,192.168.154.187,90270,49.0,0.27,36070.0,True,6.2,27000.0,,401,,,False,Female,1967-10-27,56.2,69000.0,False,False,False,False,False
app_254,Dennis Torres,dennis.torres14@icloud.com,521-92-4764,10.120.100.163,10003,31.0,0.4,29666.0,True,2.9,46000.0,,691,,,False,Male,1981-09-28,42.3,77000.0,False,False,False,False,False
app_106,Michael White,michael.white97@mail.com,285-12-3751,192.168.62.179,10043,20.0,0.16,13124.0,False,,,algorithm_risk_score,636,,,False,Male,1999-08-28,24.3,44000.0,False,False,False,False,False
app_475,Dorothy Anderson,dorothy.anderson57@outlook.com,289-90-8282,192.168.143.36,90296,43.0,0.36,24107.0,True,4.5,61000.0,,460,,,False,Female,1982-06-29,41.5,108000.0,False,False,False,False,False
app_117,Joshua Lee,joshua.lee75@aol.com,899-51-8077,10.112.253.70,10002,109.0,0.21,22879.0,True,5.9,77000.0,,339,,,False,Male,1981-06-20,42.5,69000.0,False,False,False,False,False
app_474,Sharon Hall,sharon.hall52@mail.com,580-66-6265,172.22.85.37,90242,51.0,0.19,13712.0,False,,,algorithm_risk_score,146,,,False,Female,1996-08-21,27.4,40000.0,False,False,False,False,False
app_205,Anna Rodriguez,anna.rodriguez64@hotmail.com,676-49-1041,10.244.192.51,90267,53.0,0.25,23205.0,False,,,algorithm_risk_score,1548,vacation,,False,Female,1985-06-02,38.6,66000.0,False,False,False,False,False
app_477,Dennis White,dennis.white80@yahoo.com,586-69-8442,192.168.193.44,10096,12.0,0.42,22805.0,False,,,algorithm_risk_score,683,,,False,Male,1992-08-07,31.4,82000.0,False,False,False,False,False
app_338,Stephanie Davis,stephanie.davis2@icloud.com,720-23-7583,192.168.65.96,90285,82.0,0.14,42137.0,True,5.7,67000.0,,818,,,False,Female,1983-10-26,40.2,132000.0,False,False,False,False,False
app_430,Anna Mitchell,anna.mitchell67@gmail.com,510-73-7761,192.168.140.42,10066,28.0,0.19,17717.0,False,,,algorithm_risk_score,748,,,False,Female,1979-04-21,44.7,97000.0,False,False,False,False,False
app_330,Scott Brown,scott.brown39@hotmail.com,415-46-6409,192.168.147.254,10026,1.0,0.28,35500.0,False,,,algorithm_risk_score,885,,,False,Male,1980-09-19,43.3,136000.0,False,False,False,False,False
app_398,Susan Nelson,susan.nelson67@protonmail.com,270-80-2724,172.31.197.62,90272,92.0,0.14,20917.0,False,,,algorithm_risk_score,1547,,,False,Female,1969-12-10,54.1,58000.0,False,False,False,False,False
app_321,Susan Young,susan.young28@hotmail.com,395-66-6220,172.25.233.1,10081,77.0,0.07,26411.0,False,,,algorithm_risk_score,61,,,False,Female,1981-06-11,42.6,74000.0,False,False,False,False,False
app_464,Christine Hill,christine.hill24@gmail.com,400-67-4126,172.21.190.120,90239,28.0,0.33,22193.0,False,,,high_dti_ratio,1175,,,False,Female,1993-06-13,30.6,41000.0,False,False,False,False,False
app_427,Joseph Wilson,joseph.wilson4@mail.com,508-58-9304,10.236.75.112,90299,80.0,0.27,39525.0,True,5.6,34000.0,,890,,,False,Male,1983-12-10,40.1,117000.0,False,False,False,False,False
app_019,Joshua King,joshua.king45@gmail.com,765-10-4403,192.168.10.121,10086,78.0,0.18,23420.0,True,6.4,19000.0,,1124,,,False,Male,1983-05-17,40.6,130000.0,False,False,False,False,False
app_126,Jerry Rodriguez,jerry.rodriguez40@protonmail.com,477-14-5888,192.168.199.162,10054,48.0,0.39,33657.0,True,4.1,37000.0,,861,,,False,Male,1988-08-02,35.4,83000.0,False,False,False,False,False
app_424,Kevin Campbell,kevin.campbell22@gmail.com,671-88-1195,192.168.252.141,10020,30.0,0.12,13780.0,False,,,algorithm_risk_score,627,,,False,Male,1983-12-23,40.0,98000.0,False,False,False,False,False
app_354,Gregory Torres,gregory.torres94@outlook.com,365-48-6262,10.76.180.77,10066,104.0,0.33,47231.0,True,4.7,44000.0,,1598,,,False,Male,1978-12-28,45.0,89000.0,False,False,False,False,False
app_060,Jacob Nguyen,jacob.nguyen66@hotmail.com,736-38-8515,192.168.170.43,10042,11.0,0.07,12900.0,True,3.8,52000.0,,773,,,False,Male,1998-03-25,25.8,25000.0,False,False,False,False,False
app_340,Samantha Allen,samantha.allen89@protonmail.com,334-78-8984,172.26.145.134,90238,56.0,0.18,45341.0,True,4.3,33000.0,,1047,,,False,Female,1988-12-09,35.1,107000.0,False,False,False,False,False
app_353,Lisa Jones,lisa.jones93@outlook.com,195-45-8451,10.228.14.60,10069,26.0,0.24,23924.0,False,,,algorithm_risk_score,836,,,False,Female,1996-03-26,27.8,73000.0,False,False,False,False,False
app_031,Frank Baker,frank.baker87@icloud.com,216-52-4471,172.28.35.177,90258,83.0,0.36,17700.0,True,4.4,51000.0,,537,,,False,Male,1973-05-05,50.7,79000.0,False,False,False,False,False
app_332,Timothy Green,timothy.green52@hotmail.com,677-21-7073,10.114.65.83,10025,70.0,0.19,43950.0,True,6.3,52000.0,,810,,,False,Male,1981-09-28,42.3,119000.0,False,False,False,False,False
app_085,Barbara Brown,barbara.brown97@yahoo.com,435-96-5496,10.229.154.59,90234,5.0,0.15,18428.0,False,,,insufficient_credit_history,1398,,,False,Female,2000-01-12,24.0,37000.0,False,False,False,False,False
app_176,Steven Lee,steven.lee49@mail.com,952-58-1833,192.168.177.187,10058,60.0,0.22,46039.0,True,4.9,35000.0,,300,,2024-01-15T00:00:00Z,False,Male,1989-07-26,34.4,91000.0,False,False,False,False,False
app_381,Patricia Adams,patricia.adams53@aol.com,498-99-6200,10.248.165.138,90209,51.0,0.19,32404.0,False,,,algorithm_risk_score,289,,,False,Female,1995-01-08,29.0,82000.0,False,False,False,False,False
app_471,Nicholas Lewis,nicholas.lewis84@yahoo.com,352-53-7529,10.197.113.236,10032,61.0,0.08,9728.0,True,2.7,50000.0,,224,,,False,Male,1979-12-26,44.0,80000.0,False,False,False,False,False
app_236,Amy Torres,amy.torres56@yahoo.com,760-35-4986,10.4.65.185,90296,4.0,0.25,25550.0,True,6.2,23000.0,,1300,education,,False,Female,2002-04-24,21.7,62000.0,False,False,False,False,False
app_102,Edward Rivera,edward.rivera86@gmail.com,747-44-8460,192.168.182.247,90279,25.0,0.2,20000.0,True,3.2,22000.0,,320,,,False,Male,1993-12-27,30.0,76000.0,False,False,False,False,False
app_400,Mary Jackson,mary.jackson36@yahoo.com,760-50-5199,192.168.109.56,30034,0.0,0.28,5953.0,True,4.7,27000.0,,181,,,False,Female,2000-06-24,23.5,48000.0,False,False,False,False,False
app_259,Debra Harris,debra.harris54@aol.com,397-87-5682,192.168.219.135,90260,92.0,0.27,54425.0,True,6.0,44000.0,,549,,,False,Female,1964-02-29,59.8,94000.0,False,False,False,False,False
app_196,Rachel Hernandez,rachel.hernandez83@yahoo.com,798-57-4126,10.7.164.75,90225,19.0,0.26,12943.0,True,6.4,47000.0,,1952,,2024-01-15T00:00:00Z,False,Female,1995-04-17,28.7,88000.0,False,False,False,False,False
app_387,Kimberly Clark,kimberly.clark21@aol.com,461-84-7853,10.72.175.55,90243,46.0,0.41,17222.0,True,5.4,23000.0,,1948,,,False,Female,1986-09-17,37.3,83000.0,False,False,False,False,False
app_250,Mark Walker,mark.walker39@protonmail.com,165-64-6386,172.19.52.123,10048,37.0,0.06,48618.0,True,5.6,33000.0,,430,debt_consolidation,,False,Male,1997-04-25,26.7,68000.0,False,False,False,False,False
app_225,George Clark,george.clark56@mail.com,745-55-9936,10.159.91.211,30017,0.0,0.28,3918.0,False,,,algorithm_risk_score,153,education,,False,Male,2001-01-03,23.0,22000.0,False,False,False,False,False
app_067,Scott Wilson,scott.wilson54@gmail.com,760-63-1612,192.168.141.24,10031,36.0,0.37,10486.0,True,4.3,56000.0,,186,,,False,Male,1997-05-07,26.7,39000.0,False,False,False,False,False
app_337,Michelle Garcia,michelle.garcia72@protonmail.com,884-71-2102,10.253.246.138,90237,60.0,0.41,56840.0,True,5.7,45000.0,,312,,,False,Female,1993-07-26,30.4,100000.0,False,False,False,False,False
app_081,Kimberly Rodriguez,kimberly.rodriguez29@hotmail.com,560-36-1890,192.168.181.17,10053,8.0,0.32,13208.0,False,,,high_dti_ratio,519,,,False,Female,1993-06-16,30.5,41000.0,False,False,False,False,False
app_434,Edward Flores,edward.flores2@icloud.com,565-99-4837,192.168.194.45,10050,0.0,0.27,14397.0,False,,,algorithm_risk_score,644,,,False,Male,1999-10-08,24.2,35000.0,False,False,False,False,False
app_397,Kimberly Jackson,kimberly.jackson7@aol.com,490-86-7662,172.27.220.170,90295,113.0,0.35,39164.0,True,3.0,63000.0,,730,,,False,Female,1980-12-21,43.0,133000.0,False,False,False,False,False
app_050,Amanda Brown,amanda.brown92@yahoo.com,695-46-5371,172.30.31.249,90267,49.0,0.06,9588.0,True,2.5,48000.0,,519,,,False,Female,1994-05-06,29.7,30000.0,False,False,False,False,False
app_220,Anthony Johnson,anthony.johnson10@yahoo.com,795-39-2227,192.168.31.81,10034,48.0,0.17,18326.0,False,,,algorithm_risk_score,484,education,,False,Male,1987-11-21,36.1,121000.0,False,False,False,False,False
app_171,Amy Rivera,amy.rivera53@mail.com,361-95-9120,172.19.104.23,90252,47.0,0.32,16227.0,True,6.2,78000.0,,461,,2024-01-15T00:00:00Z,False,Female,1996-05-08,27.6,104000.0,False,False,False,False,False
app_017,Nicole Allen,nicole.allen46@outlook.com,974-39-2580,192.168.15.187,90282,60.0,0.15,40059.0,True,6.1,55000.0,,996,,,False,Female,1995-02-11,28.9,109000.0,False,False,False,False,False
app_304,Pamela Nelson,pamela.nelson7@aol.com,117-67-6540,10.224.21.213,90208,69.0,0.2,51392.0,False,,,algorithm_risk_score,62,,,False,Female,1981-08-06,42.4,106000.0,False,False,False,False,False
app_462,Debra Gonzalez,debra.gonzalez91@protonmail.com,364-67-3550,172.31.18.200,90278,78.0,0.18,25979.0,True,2.8,60000.0,,1372,,,False,Female,1966-02-17,57.9,91000.0,False,False,False,False,False
app_103,Debra Torres,debra.torres21@yahoo.com,607-72-9550,172.30.61.68,10085,56.0,0.25,61857.0,True,4.3,48000.0,,693,,,False,Female,1977-02-19,46.9,148000.0,False,False,False,False,False
app_090,Amanda Perez,amanda.perez24@icloud.com,757-82-3322,192.168.29.216,90297,41.0,0.05,25176.0,True,4.4,67000.0,,1610,,,False,Female,1991-05-25,32.6,46000.0,False,False,False,False,False
app_094,Kenneth Scott,kenneth.scott82@outlook.com,693-48-2032,10.175.210.27,10092,44.0,0.43,47525.0,True,4.3,28000.0,,1894,,,False,Male,1986-11-03,37.2,111000.0,False,False,False,False,False
app_343,Susan Moore,susan.moore71@protonmail.com,507-29-9393,192.168.113.193,90275,26.0,0.18,33687.0,False,,,insufficient_credit_history,257,,,False,Female,1979-05-02,44.7,96000.0,False,False,False,False,False
app_334,Raymond Martinez,raymond.martinez88@hotmail.com,251-97-3004,172.27.74.105,10004,29.0,0.1,42204.0,True,4.4,57000.0,,794,,,False,Male,1979-12-01,44.1,83000.0,False,False,False,False,False
app_403,William Davis,william.davis38@yahoo.com,636-51-1389,192.168.227.127,10054,96.0,0.09,55499.0,False,,,algorithm_risk_score,291,,,False,Male,1977-01-19,46.9,138000.0,False,False,False,False,False
app_447,Jerry Nguyen,jerry.nguyen71@aol.com,799-19-9143,172.23.251.177,10071,48.0,0.19,28600.0,True,6.2,22000.0,,139,,,False,Male,1964-02-22,59.9,77000.0,False,False,False,False,False
app_291,Dennis Rivera,dennis.rivera40@icloud.com,786-56-7935,10.35.42.14,10070,44.0,0.41,19247.0,True,4.3,67000.0,,684,,,False,Male,1990-05-29,33.6,79000.0,False,False,False,False,False
app_219,Shirley Davis,shirley.davis94@yahoo.com,994-53-6088,10.71.231.137,90225,28.0,0.09,66409.0,False,,,insufficient_credit_history,423,debt_consolidation,,False,Female,1983-11-05,40.2,99000.0,False,False,False,False,False
app_478,Christine Young,christine.young13@hotmail.com,558-88-5577,192.168.174.101,90294,21.0,0.28,21504.0,True,2.9,52000.0,,624,,,False,Female,1994-06-30,29.5,74000.0,False,False,False,False,False
app_125,Sharon Martinez,sharon.martinez70@hotmail.com,513-27-3988,10.188.66.157,90203,72.0,0.36,30414.0,False,,,algorithm_risk_score,385,,,False,Female,1988-06-25,35.5,77000.0,False,False,False,False,False
app_242,Raymond Davis,raymond.davis31@outlook.com,493-70-3412,172.26.163.12,90273,84.0,0.42,28348.0,False,,,algorithm_risk_score,1177,moving,,False,Male,1993-01-11,31.0,51000.0,False,False,False,False,False
app_423,Charles Hill,charles.hill58@outlook.com,697-56-2746,192.168.76.175,10026,66.0,0.28,40301.0,True,3.6,41000.0,,768,,,False,Male,1992-08-16,31.4,103000.0,False,False,False,False,False
app_438,Ryan Jones,ryan.jones94@protonmail.com,585-89-1335,192.168.173.123,10090,35.0,0.22,7228.0,False,,,algorithm_risk_score,1493,,,False,Male,1995-12-19,28.0,38000.0,False,False,False,False,False
app_077,Deborah Campbell,deborah.campbell7@icloud.com,199-17-5138,172.19.144.24,90275,27.0,0.15,41449.0,False,,,algorithm_risk_score,878,,,False,Female,1994-01-07,30.0,86000.0,False,False,False,False,False
app_194,Ashley Allen,ashley.allen44@protonmail.com,811-74-5906,10.92.26.69,90223,3.0,0.09,32385.0,False,,,algorithm_risk_score,224,,2024-01-15T00:00:00Z,False,Female,1992-03-16,31.8,80000.0,False,False,False,False,False
